station,year,season,vimscode,workup,modalgrp,pannum,seqno,specimid,preyname,totpreywt,lengthcm,pisclen,expansion,depthm,lat,lon,bWT,bSA,bDO
NM20180901141,2018,FALL,0173,Full,0,17,2,2,Peprilus triacanthus,63.911,65.23605,65.23605,24.5,43.8912,41.174,-71.407,18.06,32.52,6.13
NM20180901142,2018,FALL,0003,Full,1,16,1,1,Loligo pealeii,0.552,34.5,34.5,1,34.4424,41.3,-70.888,17.7,32.13,5.78
NM20180901142,2018,FALL,0003,Full,2,16,4,6,Peprilus triacanthus,55.206,44,44,1.8,34.4424,41.3,-70.888,17.7,32.13,5.78
NM20180901142,2018,FALL,0003,Full,2,16,5,7,Peprilus triacanthus,9.532,41.5,41.5,1.8,34.4424,41.3,-70.888,17.7,32.13,5.78
NM20180901142,2018,FALL,0007,Full,0,16,2,2,Peprilus triacanthus,12.52,30.5,30.5,1,34.4424,41.3,-70.888,17.7,32.13,5.78
NM20180901142,2018,FALL,0007,Full,0,16,3,3,Stenotomus chrysops,3.399,31.5,31.5,1,34.4424,41.3,-70.888,17.7,32.13,5.78
NM20180901143,2018,FALL,0003,Full,0,16,2,2,Peprilus triacanthus,2.694,45.5,45.5,1,31.6992,41.325,-70.951,17.89,32.06,5.84
NM20180901143,2018,FALL,0003,Full,0,16,3,3,Peprilus triacanthus,11.144,39.5,39.5,1,31.6992,41.325,-70.951,17.89,32.06,5.84
NM20180901143,2018,FALL,0003,Full,0,16,5,5,Teuthida,0.225,35.5,35.5,1,31.6992,41.325,-70.951,17.89,32.06,5.84
NM20180901143,2018,FALL,0163,Full,0,16,1,1,Urophycis spp.,3.55,97.23898613,97.23898613,1,31.6992,41.325,-70.951,17.89,32.06,5.84
NM20180901144,2018,FALL,0003,Full,1,16,1,1,Peprilus triacanthus,18.82,39,39,2,28.956,41.349,-71.007,18.49,31.96,7.26
NM20180901144,2018,FALL,0003,Full,1,16,3,3,Stenotomus chrysops,2.305,32,32,2,28.956,41.349,-71.007,18.49,31.96,7.26
NM20180901144,2018,FALL,0003,Full,3,16,1,11,Peprilus triacanthus,13.16,48.5,48.5,1,28.956,41.349,-71.007,18.49,31.96,7.26
NM20180901144,2018,FALL,0003,Full,3,16,3,13,Peprilus triacanthus,61.467,53,53,1,28.956,41.349,-71.007,18.49,31.96,7.26
NM20180901145,2018,FALL,0003,Full,1,16,2,2,Peprilus triacanthus,13.243,41.5,41.5,2.2,31.0896,41.32,-71,18,32.04,6.06
NM20180901145,2018,FALL,0003,Full,1,16,4,4,Teuthida,3.819,35,35,2.2,31.0896,41.32,-71,18,32.04,6.06
NM20180901145,2018,FALL,0007,Full,2,16,3,4,Stenotomus chrysops,4.185,27.5,27.5,1,31.0896,41.32,-71,18,32.04,6.06
NM20180901145,2018,FALL,0007,Full,2,16,4,5,Stenotomus chrysops,1.787,22,22,1,31.0896,41.32,-71,18,32.04,6.06
NM20180901145,2018,FALL,0009,Full,1,16,2,2,Teuthida,0.85,22.5,22.5,1,31.0896,41.32,-71,18,32.04,6.06
NM20180901145,2018,FALL,0009,Full,1,16,3,3,Peprilus triacanthus,0.865,25.5,25.5,1,31.0896,41.32,-71,18,32.04,6.06
NM20180901145,2018,FALL,0009,Full,2,16,1,6,Peprilus triacanthus,23.925,43,43,1,31.0896,41.32,-71,18,32.04,6.06
NM20180901146,2018,FALL,0173,Full,0,17,3,3,Loligo pealeii,15.6,65.98013,65.98013,3.667,27.2796,41.411,-71.279,18.46,32.01,5.08
NM20180901146,2018,FALL,0173,Full,0,17,3,3,Stenotomus chrysops,10.1,65.98013,65.98013,3.667,27.2796,41.411,-71.279,18.46,32.01,5.08
NM20180901147,2018,FALL,0003,Full,0,16,1,1,Teuthida,0.125,49.5,49.5,1,35.9664,41.303,-71.396,17.77,32.16,4.86
NM20180901147,2018,FALL,0009,Full,2,16,2,3,Stenotomus chrysops,3.34,24.5,24.5,1,35.9664,41.303,-71.396,17.77,32.16,4.86
NM20180901147,2018,FALL,0173,Full,0,16,1,1,Peprilus triacanthus,21.69,66.72421,66.72421,1.667,35.9664,41.303,-71.396,17.77,32.16,4.86
NM20180901148,2018,FALL,0007,Full,0,21,2,2,Stenotomus chrysops,8.409,34.5,34.5,1,40.2336,41.221,-71.517,18.05,32.41,6.36
NM20180901148,2018,FALL,0007,Full,0,21,3,3,Stenotomus chrysops,9.338,29.5,29.5,1,40.2336,41.221,-71.517,18.05,32.41,6.36
NM20180901149,2018,FALL,0003,Full,3,21,1,8,Stenotomus chrysops,1.908,44,44,1,33.16224,41.253,-71.522,18.3,32.2,6.49
NM20180901149,2018,FALL,0007,Full,0,21,1,1,Stenotomus chrysops,3.968,19,19,2,33.16224,41.253,-71.522,18.3,32.2,6.49
NM20180901149,2018,FALL,0163,Full,0,21,1,1,Urophycis spp.,41.002,71.30227321,71.30227321,1,33.16224,41.253,-71.522,18.3,32.2,6.49
NM20180901149,2018,FALL,0163,Full,0,21,3,3,Teuthida,0.758,63.13701174,63.13701174,1,33.16224,41.253,-71.522,18.3,32.2,6.49
NM20180901150,2018,FALL,0003,Full,1,17,4,4,Stenotomus chrysops,8.549,34.5,34.5,1.2,39.0144,41.198,-71.524,17.98,32.53,6.32
NM20180901150,2018,FALL,0003,Full,1,17,5,5,Stenotomus chrysops,7.238,36.5,36.5,1.2,39.0144,41.198,-71.524,17.98,32.53,6.32
NM20180901150,2018,FALL,0003,Full,2,17,4,9,Peprilus triacanthus,34.893,46.5,46.5,1.8,39.0144,41.198,-71.524,17.98,32.53,6.32
NM20180901150,2018,FALL,0003,Full,3,17,1,11,Peprilus triacanthus,13.909,53.5,53.5,1.4,39.0144,41.198,-71.524,17.98,32.53,6.32
NM20180901150,2018,FALL,0173,Full,0,17,1,1,Peprilus triacanthus,18.599,75.65317,75.65317,8.333,39.0144,41.198,-71.524,17.98,32.53,6.32
NM20190401001,2019,SPRING,0007,Full,0,49,2,2,Anchoa mitchilli,0.429,20.5,20.5,5.8,16.33728,41.0013,-71.9848,9.65,31.01,9.08
NM20190401001,2019,SPRING,0173,Full,0,49,3,3,Ammodytes spp.,50.415,71.18869,71.18869,31.671144,16.33728,41.0013,-71.9848,9.65,31.01,9.08
NM20190401003,2019,SPRING,0003,Full,0,49,2,2,Stenotomus chrysops,9.72,32.5,32.5,1,10.75944,40.9752,-72.085,9.85,31.28,8.82
NM20190401003,2019,SPRING,0009,Full,0,49,1,1,Stenotomus chrysops,16.461,40,40,1,10.75944,40.9752,-72.085,9.85,31.28,8.82
NM20190401003,2019,SPRING,0031,Full,0,49,1,1,Anchoa mitchilli,22.896,52.5,52.5,1,10.75944,40.9752,-72.085,9.85,31.28,8.82
NM20190401003,2019,SPRING,0031,Full,0,49,1,1,Cynoscion regalis,77.665,52.5,52.5,1,10.75944,40.9752,-72.085,9.85,31.28,8.82
NM20190401003,2019,SPRING,0031,Full,0,49,1,1,Stenotomus chrysops,26.292,52.5,52.5,1,10.75944,40.9752,-72.085,9.85,31.28,8.82
NM20190401003,2019,SPRING,0031,Full,0,49,2,2,Anchoa mitchilli,2.556,53,53,1,10.75944,40.9752,-72.085,9.85,31.28,8.82
NM20190401003,2019,SPRING,0031,Full,0,49,2,2,Cynoscion regalis,48.194,53,53,1,10.75944,40.9752,-72.085,9.85,31.28,8.82
NM20190401003,2019,SPRING,0031,Full,0,49,3,3,Anchoa mitchilli,5.028,58.5,58.5,1,10.75944,40.9752,-72.085,9.85,31.28,8.82
NM20190401003,2019,SPRING,0031,Full,0,49,3,3,Clupeidae,5.399,58.5,58.5,1,10.75944,40.9752,-72.085,9.85,31.28,8.82
NM20190401003,2019,SPRING,0031,Full,0,49,3,3,Cynoscion regalis,31.037,58.5,58.5,1,10.75944,40.9752,-72.085,9.85,31.28,8.82
NM20190401003,2019,SPRING,0031,Full,0,49,3,3,Stenotomus chrysops,75,58.5,58.5,1,10.75944,40.9752,-72.085,9.85,31.28,8.82
NM20190401003,2019,SPRING,0163,Full,0,49,1,1,Loligo pealeii,46.086,72.74320171,72.74320171,1,10.75944,40.9752,-72.085,9.85,31.28,8.82
NM20190401003,2019,SPRING,0163,Full,0,49,1,1,Teuthida,6.784,72.74320171,72.74320171,1,10.75944,40.9752,-72.085,9.85,31.28,8.82
NM20190401003,2019,SPRING,0163,Full,0,49,2,2,Anchoa mitchilli,1.772,78.50691569,78.50691569,1,10.75944,40.9752,-72.085,9.85,31.28,8.82
NM20190401003,2019,SPRING,0173,Full,0,49,1,1,Anchoa mitchilli,8.473,68.21237,68.21237,17.336,10.75944,40.9752,-72.085,9.85,31.28,8.82
NM20190401003,2019,SPRING,0173,Full,0,49,1,1,Loligo pealeii,3.573,68.21237,68.21237,17.336,10.75944,40.9752,-72.085,9.85,31.28,8.82
NM20190401004,2019,SPRING,0007,Full,0,49,1,1,Anchoa mitchilli,1.655,21.5,21.5,26.2,13.19784,40.9576,-72.1296,9.59,31.43,8.48
NM20190401005,2019,SPRING,0163,Full,0,49,3,3,Loligo pealeii,8.751,72.74320171,72.74320171,1,17.34312,40.8563,-72.3755,9.4,31.68,8.85
NM20190401005,2019,SPRING,0173,Full,0,49,2,2,Ammodytes spp.,36.932,70.44461,70.44461,7.667,17.34312,40.8563,-72.3755,9.4,31.68,8.85
NM20190401005,2019,SPRING,0173,Full,0,49,3,3,Ammodytes spp.,36.354,77.88541,77.88541,7.667,17.34312,40.8563,-72.3755,9.4,31.68,8.85
NM20190401006,2019,SPRING,0003,Full,0,49,1,1,Ammodytes spp.,1.165,27.5,27.5,1,19.90344,40.8364,-72.4164,9.39,31.72,8.8
NM20190401006,2019,SPRING,0163,Full,0,49,1,1,Brevoortia tyrannus,14.246,84.27062967,84.27062967,1.333,19.90344,40.8364,-72.4164,9.39,31.72,8.8
NM20190401006,2019,SPRING,0163,Full,0,49,1,1,Teuthida,2.81,84.27062967,84.27062967,1.333,19.90344,40.8364,-72.4164,9.39,31.72,8.8
NM20190401006,2019,SPRING,0173,Full,0,49,2,2,Ammodytes spp.,5.277,64.49197,64.49197,3,19.90344,40.8364,-72.4164,9.39,31.72,8.8
NM20190401006,2019,SPRING,0173,Full,0,49,3,3,Ammodytes spp.,7.372,76.39725,76.39725,3,19.90344,40.8364,-72.4164,9.39,31.72,8.8
NM20190401006,2019,SPRING,0173,Full,0,49,3,3,Loligo pealeii,5.495,76.39725,76.39725,3,19.90344,40.8364,-72.4164,9.39,31.72,8.8
NM20190401007,2019,SPRING,0003,Full,0,49,1,1,Anchoa mitchilli,1.218,27.5,27.5,1,15.72768,40.9247,-72.2045,9.26,31.64,8.31
NM20190401007,2019,SPRING,0007,Full,0,49,1,1,Anchoa mitchilli,1.557,21,21,1.2,15.72768,40.9247,-72.2045,9.26,31.64,8.31
NM20190401007,2019,SPRING,0031,Full,0,49,1,1,Stenotomus chrysops,28.258,69,69,1,15.72768,40.9247,-72.2045,9.26,31.64,8.31
NM20190401007,2019,SPRING,0031,Full,0,49,1,1,Urophycis spp.,8.544,69,69,1,15.72768,40.9247,-72.2045,9.26,31.64,8.31
NM20190401007,2019,SPRING,0163,Full,0,49,3,3,Stenotomus chrysops,86.855,87.63279616,87.63279616,1,15.72768,40.9247,-72.2045,9.26,31.64,8.31
NM20190401007,2019,SPRING,0167,Full,0,49,1,1,Anchoa mitchilli,0.336,78.98722519,78.98722519,1.333,15.72768,40.9247,-72.2045,9.26,31.64,8.31
NM20190401007,2019,SPRING,0167,Full,0,49,1,1,Clupeidae,6.986,78.98722519,78.98722519,1.333,15.72768,40.9247,-72.2045,9.26,31.64,8.31
NM20190401007,2019,SPRING,0167,Full,0,49,1,1,Loligo pealeii,35.897,78.98722519,78.98722519,1.333,15.72768,40.9247,-72.2045,9.26,31.64,8.31
NM20190401007,2019,SPRING,0167,Full,0,49,2,2,Loligo pealeii,7.967,80.42815368,80.42815368,1.333,15.72768,40.9247,-72.2045,9.26,31.64,8.31
NM20190401007,2019,SPRING,0167,Full,0,49,2,2,Peprilus triacanthus,2.962,80.42815368,80.42815368,1.333,15.72768,40.9247,-72.2045,9.26,31.64,8.31
NM20190401007,2019,SPRING,0167,Full,0,49,3,3,Anchoa mitchilli,0.146,72.26289221,72.26289221,1.333,15.72768,40.9247,-72.2045,9.26,31.64,8.31
NM20190401007,2019,SPRING,0167,Full,0,49,3,3,Loligo pealeii,43.361,72.26289221,72.26289221,1.333,15.72768,40.9247,-72.2045,9.26,31.64,8.31
NM20190401008,2019,SPRING,0163,Full,0,21,1,1,Anchoa mitchilli,4.561,80.90846318,80.90846318,6.667,12.37488,40.6339,-73.158,10.29,30.83,8.11
NM20190401008,2019,SPRING,0163,Full,0,21,2,2,Anchoa mitchilli,4.104,82.82970117,82.82970117,6.667,12.37488,40.6339,-73.158,10.29,30.83,8.11
NM20190401008,2019,SPRING,0163,Full,0,21,3,3,Anchoa mitchilli,58.305,90.99496265,90.99496265,6.667,12.37488,40.6339,-73.158,10.29,30.83,8.11
NM20190401008,2019,SPRING,0163,Full,0,21,3,3,Stenotomus chrysops,6.735,90.99496265,90.99496265,6.667,12.37488,40.6339,-73.158,10.29,30.83,8.11
NM20190401008,2019,SPRING,0167,Full,0,21,1,1,Anchoa mitchilli,88.608,73.7038207,73.7038207,2.667,12.37488,40.6339,-73.158,10.29,30.83,8.11
NM20190401008,2019,SPRING,0167,Full,0,21,1,1,Loligo pealeii,53.5,73.7038207,73.7038207,2.667,12.37488,40.6339,-73.158,10.29,30.83,8.11
NM20190401008,2019,SPRING,0167,Full,0,21,2,2,Anchoa mitchilli,5.97,71.78258271,71.78258271,2.667,12.37488,40.6339,-73.158,10.29,30.83,8.11
NM20190401008,2019,SPRING,0167,Full,0,21,2,2,Loligo pealeii,10.437,71.78258271,71.78258271,2.667,12.37488,40.6339,-73.158,10.29,30.83,8.11
NM20190401008,2019,SPRING,0167,Full,0,21,3,3,Anchoa mitchilli,37.263,73.22351121,73.22351121,2.667,12.37488,40.6339,-73.158,10.29,30.83,8.11
NM20190401008,2019,SPRING,0167,Full,0,21,3,3,Stenotomus chrysops,33.437,73.22351121,73.22351121,2.667,12.37488,40.6339,-73.158,10.29,30.83,8.11
NM20190401009,2019,SPRING,0003,Full,0,21,2,2,Anchoa mitchilli,1.097,27,27,1,11.67384,40.764,-72.7207,9.87,31.29,7.49
NM20190401009,2019,SPRING,0163,Full,0,21,3,3,Anchoa mitchilli,17.594,75.1447492,75.1447492,1,11.67384,40.764,-72.7207,9.87,31.29,7.49
NM20190401009,2019,SPRING,0163,Full,0,21,3,3,Stenotomus chrysops,0.815,75.1447492,75.1447492,1,11.67384,40.764,-72.7207,9.87,31.29,7.49
NM20190401009,2019,SPRING,0167,Full,0,21,3,3,Anchoa mitchilli,10.042,69.86134472,69.86134472,5,11.67384,40.764,-72.7207,9.87,31.29,7.49
NM20190401010,2019,SPRING,0163,Full,0,21,1,1,Brevoortia tyrannus,1.15,85.23124867,85.23124867,1.333,13.80744,40.7417,-72.7895,9.74,31.39,8.07
NM20190401010,2019,SPRING,0163,Full,0,21,1,1,Urophycis spp.,0.107,85.23124867,85.23124867,1.333,13.80744,40.7417,-72.7895,9.74,31.39,8.07
NM20190401010,2019,SPRING,0163,Full,0,21,2,2,Brevoortia tyrannus,2.855,73.7038207,73.7038207,1.333,13.80744,40.7417,-72.7895,9.74,31.39,8.07
NM20190401011,2019,SPRING,0163,Full,0,49,2,2,Ammodytes spp.,0.381,66.97948773,66.97948773,2,18.37944,40.814,-72.4975,9.34,31.67,8.78
NM20190401011,2019,SPRING,0163,Full,0,49,2,2,Clupeidae,1.687,66.97948773,66.97948773,2,18.37944,40.814,-72.4975,9.34,31.67,8.78
NM20190401011,2019,SPRING,0173,Full,0,49,1,1,Ammodytes spp.,9.677,83.09397,83.09397,20.336496,18.37944,40.814,-72.4975,9.34,31.67,8.78
NM20190401011,2019,SPRING,0173,Full,0,49,2,2,Ammodytes spp.,32.95,73.42093,73.42093,20.336496,18.37944,40.814,-72.4975,9.34,31.67,8.78
NM20190401011,2019,SPRING,0173,Full,0,49,3,3,Ammodytes spp.,5.641,69.70053,69.70053,20.336496,18.37944,40.814,-72.4975,9.34,31.67,8.78
NM20190401011,2019,SPRING,0173,Full,0,49,3,3,Loligo pealeii,5.825,69.70053,69.70053,20.336496,18.37944,40.814,-72.4975,9.34,31.67,8.78
NM20190401012,2019,SPRING,0163,Full,0,21,1,1,Brevoortia tyrannus,2.418,79.94784418,79.94784418,2,18.77568,40.6156,-73.1166,9.81,31.14,8.44
NM20190401012,2019,SPRING,0163,Full,0,21,1,1,Loligo pealeii,5.955,79.94784418,79.94784418,2,18.77568,40.6156,-73.1166,9.81,31.14,8.44
NM20190401012,2019,SPRING,0163,Full,0,21,2,2,Brevoortia tyrannus,1.449,85.71155816,85.71155816,2,18.77568,40.6156,-73.1166,9.81,31.14,8.44
NM20190401012,2019,SPRING,0163,Full,0,21,3,3,Stenotomus chrysops,20.197,71.78258271,71.78258271,2,18.77568,40.6156,-73.1166,9.81,31.14,8.44
NM20190401012,2019,SPRING,0167,Full,0,21,1,1,Stenotomus chrysops,28.764,73.7038207,73.7038207,6,18.77568,40.6156,-73.1166,9.81,31.14,8.44
NM20190401012,2019,SPRING,0167,Full,0,21,3,3,Brevoortia tyrannus,19.901,71.78258271,71.78258271,6,18.77568,40.6156,-73.1166,9.81,31.14,8.44
NM20190401012,2019,SPRING,0173,Full,0,21,1,1,Ammodytes spp.,16.507,77.88541,77.88541,7.667,18.77568,40.6156,-73.1166,9.81,31.14,8.44
NM20190401012,2019,SPRING,0173,Full,0,21,3,3,Ammodytes spp.,2.92,63.74789,63.74789,7.667,18.77568,40.6156,-73.1166,9.81,31.14,8.44
NM20190401012,2019,SPRING,0242,Full,0,21,1,1,Brevoortia tyrannus,46.001,69.5,69.5,1,18.77568,40.6156,-73.1166,9.81,31.14,8.44
NM20190401013,2019,SPRING,0163,Full,0,17,1,1,Teuthida,12.115,71.78258271,71.78258271,3.333,11.5824,40.5599,-73.5951,10.95,30.49,8.5
NM20190401013,2019,SPRING,0163,Full,0,17,3,3,Brevoortia tyrannus,17.258,78.98722519,78.98722519,3.333,11.5824,40.5599,-73.5951,10.95,30.49,8.5
NM20190401014,2019,SPRING,0163,Full,0,17,3,3,Clupeidae,31.095,81.86908218,81.86908218,3,12.192,40.5528,-73.6044,13.14,29.3,9.79
NM20190401014,2019,SPRING,0167,Full,2,17,2,3,Brevoortia tyrannus,150.77,76.58567769,76.58567769,1.333,12.192,40.5528,-73.6044,13.14,29.3,9.79
NM20190401014,2019,SPRING,0167,Full,2,17,3,4,Brevoortia tyrannus,208.083,74.1841302,74.1841302,1.333,12.192,40.5528,-73.6044,13.14,29.3,9.79
NM20190401015,2019,SPRING,0163,Full,0,21,3,3,Loligo pealeii,2.95,77.06598719,77.06598719,2,21.57984,40.5648,-73.3709,10.39,30.57,8.71
NM20190401015,2019,SPRING,0167,Full,0,21,1,1,Brevoortia tyrannus,67.493,73.22351121,73.22351121,6.333,21.57984,40.5648,-73.3709,10.39,30.57,8.71
NM20190401015,2019,SPRING,0167,Full,0,21,2,2,Loligo pealeii,80.766,75.6250587,75.6250587,6.333,21.57984,40.5648,-73.3709,10.39,30.57,8.71
NM20190401016,2019,SPRING,0163,Full,0,21,1,1,Brevoortia tyrannus,15.18,79.46753469,79.46753469,1.333,19.6596,40.5284,-73.5056,10.61,30.56,7.97
NM20190401016,2019,SPRING,0163,Full,0,21,3,3,Brevoortia tyrannus,11.943,66.01886873,66.01886873,1.333,19.6596,40.5284,-73.5056,10.61,30.56,7.97
NM20190401016,2019,SPRING,0167,Full,2,21,1,1,Brevoortia tyrannus,108.349,80.90846318,80.90846318,1.667,19.6596,40.5284,-73.5056,10.61,30.56,7.97
NM20190401016,2019,SPRING,0167,Full,2,21,2,2,Brevoortia tyrannus,119.245,77.54629669,77.54629669,1.667,19.6596,40.5284,-73.5056,10.61,30.56,7.97
NM20190401016,2019,SPRING,0167,Full,2,21,3,3,Clupeidae,0.87,69.38103522,69.38103522,1.667,19.6596,40.5284,-73.5056,10.61,30.56,7.97
NM20190401017,2019,SPRING,0003,Full,0,17,1,1,Teuthida,1.149,26.5,26.5,1,19.08048,40.5269,-73.5509,10.84,30.57,8.53
NM20190401017,2019,SPRING,0003,Full,0,17,5,5,Urophycis spp.,3.367,36,36,1,19.08048,40.5269,-73.5509,10.84,30.57,8.53
NM20190401017,2019,SPRING,0167,Full,0,17,1,1,Clupeidae,33.417,82.82970117,82.82970117,1,19.08048,40.5269,-73.5509,10.84,30.57,8.53
NM20190401018,2019,SPRING,0009,Full,0,17,1,1,Ammodytes spp.,0.79,25.5,25.5,1,12.98448,40.3823,-73.9558,11.54,29.97,9.23
NM20190401018,2019,SPRING,0009,Full,0,17,1,1,Anchoa mitchilli,0.436,25.5,25.5,1,12.98448,40.3823,-73.9558,11.54,29.97,9.23
NM20190401018,2019,SPRING,0009,Full,0,17,2,2,Clupeidae,0.2108,27.5,27.5,1,12.98448,40.3823,-73.9558,11.54,29.97,9.23
NM20190401018,2019,SPRING,0163,Full,0,17,1,1,Brevoortia tyrannus,0.483,70.82196371,70.82196371,22.672,12.98448,40.3823,-73.9558,11.54,29.97,9.23
NM20190401019,2019,SPRING,0009,Full,0,17,1,1,Anchoa mitchilli,2.331,28.5,28.5,1,11.15568,40.5665,-73.7907,11.11,30.46,9.46
NM20190401019,2019,SPRING,0167,Full,0,17,1,1,Brevoortia tyrannus,313.36,83.79032017,83.79032017,1,11.15568,40.5665,-73.7907,11.11,30.46,9.46
NM20190401019,2019,SPRING,0167,Full,0,17,2,2,Brevoortia tyrannus,201.756,78.02660619,78.02660619,1,11.15568,40.5665,-73.7907,11.11,30.46,9.46
NM20190401020,2019,SPRING,0031,Full,0,17,2,2,Brevoortia tyrannus,315.073,109,109,1,16.64208,40.5456,-73.7171,10.82,30.66,8.74
NM20190401020,2019,SPRING,0031,Full,0,17,2,2,Loligo pealeii,11.216,109,109,1,16.64208,40.5456,-73.7171,10.82,30.66,8.74
NM20190401020,2019,SPRING,0163,Full,0,17,1,1,Brevoortia tyrannus,11.805,78.02660619,78.02660619,1.5,16.64208,40.5456,-73.7171,10.82,30.66,8.74
NM20190401020,2019,SPRING,0173,Full,0,17,1,1,Ammodytes spp.,7.126,61.51565,61.51565,1,16.64208,40.5456,-73.7171,10.82,30.66,8.74
NM20190401021,2019,SPRING,0163,Full,0,17,1,1,Ammodytes spp.,0.17,79.46753469,79.46753469,1.667,22.4028,40.397,-73.9094,10.48,30.67,8.86
NM20190401021,2019,SPRING,0163,Full,0,17,1,1,Brevoortia tyrannus,13.69,79.46753469,79.46753469,1.667,22.4028,40.397,-73.9094,10.48,30.67,8.86
NM20190401021,2019,SPRING,0163,Full,0,17,1,1,Teuthida,8.66,79.46753469,79.46753469,1.667,22.4028,40.397,-73.9094,10.48,30.67,8.86
NM20190401021,2019,SPRING,0163,Full,0,17,3,3,Brevoortia tyrannus,24.22,90.51465315,90.51465315,1.667,22.4028,40.397,-73.9094,10.48,30.67,8.86
NM20190401021,2019,SPRING,0173,Full,0,17,2,2,Ammodytes spp.,6.659,71.93277,71.93277,1.333,22.4028,40.397,-73.9094,10.48,30.67,8.86
NM20190401022,2019,SPRING,0163,Full,0,17,1,1,Ammodytes spp.,0.093,75.6250587,75.6250587,16,20.08632,40.2326,-73.9442,10.45,30.81,7.46
NM20190401022,2019,SPRING,0173,Full,0,17,1,1,Ammodytes spp.,5.84,74.16501,74.16501,1.333,20.08632,40.2326,-73.9442,10.45,30.81,7.46
NM20190401022,2019,SPRING,0173,Full,0,17,2,2,Ammodytes spp.,20.851,70.44461,70.44461,1.333,20.08632,40.2326,-73.9442,10.45,30.81,7.46
NM20190401023,2019,SPRING,0007,Full,0,21,1,1,Anchoa mitchilli,0.735,20.5,20.5,4.4,12.58824,39.7299,-74.0951,11.39,30.3,8.61
NM20190401023,2019,SPRING,0007,Full,0,21,2,2,Anchoa mitchilli,0.172,22,22,4.4,12.58824,39.7299,-74.0951,11.39,30.3,8.61
NM20190401023,2019,SPRING,0163,Full,0,21,1,1,Brevoortia tyrannus,57.111,93.39651014,93.39651014,1.333,12.58824,39.7299,-74.0951,11.39,30.3,8.61
NM20190401023,2019,SPRING,0163,Full,0,21,2,2,Brevoortia tyrannus,41.871,88.11310566,88.11310566,1.333,12.58824,39.7299,-74.0951,11.39,30.3,8.61
NM20190401023,2019,SPRING,0163,Full,0,21,3,3,Anchoa mitchilli,3.185,79.46753469,79.46753469,1.333,12.58824,39.7299,-74.0951,11.39,30.3,8.61
NM20190401023,2019,SPRING,0163,Full,0,21,3,3,Brevoortia tyrannus,18.816,79.46753469,79.46753469,1.333,12.58824,39.7299,-74.0951,11.39,30.3,8.61
NM20190401024,2019,SPRING,0007,Full,0,21,1,1,Anchoa mitchilli,0.533,25.5,25.5,1,12.98448,39.6811,-74.1195,11.55,30.17,8.52
NM20190401024,2019,SPRING,0163,Full,0,21,1,1,Brevoortia tyrannus,0.98,80.42815368,80.42815368,1.667,12.98448,39.6811,-74.1195,11.55,30.17,8.52
NM20190401024,2019,SPRING,0163,Full,0,21,3,3,Brevoortia tyrannus,33.979,78.98722519,78.98722519,1.667,12.98448,39.6811,-74.1195,11.55,30.17,8.52
NM20190401024,2019,SPRING,0173,Full,0,21,3,3,Ammodytes spp.,2.713,63.00381,63.00381,1.667,12.98448,39.6811,-74.1195,11.55,30.17,8.52
NM20190401025,2019,SPRING,0167,Full,0,21,1,1,Stenotomus chrysops,123.995,79.46753469,79.46753469,1,14.3256,39.7566,-74.0458,11.21,30.56,8.5
NM20190401025,2019,SPRING,0173,Full,0,21,2,2,Ammodytes spp.,16.065,71.93277,71.93277,7.667,14.3256,39.7566,-74.0458,11.21,30.56,8.5
NM20190401025,2019,SPRING,0173,Full,0,21,3,3,Ammodytes spp.,35.763,67.46829,67.46829,7.667,14.3256,39.7566,-74.0458,11.21,30.56,8.5
NM20190401026,2019,SPRING,0003,Full,0,21,1,1,Anchoa mitchilli,0.989,28,28,1,15.11808,39.8955,-74.0666,11.31,30.21,7.36
NM20190401026,2019,SPRING,0009,Full,0,21,1,1,Urophycis spp.,0.067,25,25,1,15.11808,39.8955,-74.0666,11.31,30.21,7.36
NM20190401026,2019,SPRING,0009,Full,0,21,2,2,Anchoa mitchilli,0.31,21.5,21.5,1,15.11808,39.8955,-74.0666,11.31,30.21,7.36
NM20190401026,2019,SPRING,0163,Full,0,21,2,2,Brevoortia tyrannus,4.539,81.86908218,81.86908218,1.667,15.11808,39.8955,-74.0666,11.31,30.21,7.36
NM20190401026,2019,SPRING,0167,Full,2,21,1,4,Brevoortia tyrannus,54.235,84.75093917,84.75093917,1,15.11808,39.8955,-74.0666,11.31,30.21,7.36
NM20190401026,2019,SPRING,0167,Full,2,21,1,4,Loligo pealeii,47.172,84.75093917,84.75093917,1,15.11808,39.8955,-74.0666,11.31,30.21,7.36
NM20190401027,2019,SPRING,0167,Full,0,21,1,1,Brevoortia tyrannus,51.403,80.90846318,80.90846318,1.667,20.7264,39.6522,-74.0821,11.14,30.8,8.58
NM20190401027,2019,SPRING,0167,Full,0,21,1,1,Loligo pealeii,36.185,80.90846318,80.90846318,1.667,20.7264,39.6522,-74.0821,11.14,30.8,8.58
NM20190401027,2019,SPRING,0167,Full,0,21,1,1,Urophycis spp.,0.452,80.90846318,80.90846318,1.667,20.7264,39.6522,-74.0821,11.14,30.8,8.58
NM20190401027,2019,SPRING,0167,Full,0,21,2,2,Brevoortia tyrannus,83.165,76.1053682,76.1053682,1.667,20.7264,39.6522,-74.0821,11.14,30.8,8.58
NM20190401027,2019,SPRING,0173,Full,0,21,1,1,Ammodytes spp.,6.615,74.16501,74.16501,8.667,20.7264,39.6522,-74.0821,11.14,30.8,8.58
